sexo;tipo_de_emprendimiento;idea_negocio;barrio;estrato;comuna_ciudadano;fecha_de_beneficio;monto_del_credito;línea_credito
femenino;comercio;comidasrapidas;cabecera san antonio ;2;80;2018-04-25;788000;microempresarial
femenino;comercio;variedades;san diego;2;10;2018-09-10;3000000;microempresarial
femenino;comercio;variedades;manrique central no. 1;3;4;2016-10-24;6890000;microempresarial
femenino;industria;variedades;robledo;3;7;2017-06-14;7000000;microempresarial
femenino;comercio;variedades;santo domingo savio ;1;1;2017-08-02;7000000;microempresarial
masculino;comercio;comidasrapidas;aranjuez;3;4;2016-11-24;3000000;microempresarial
femenino;comercio;productosdebelleza;el compromiso;1;1;2018-04-26;6000000;microempresarial
masculino;comercio;ferreteria;manrique oriental;1;3;2018-06-22;7800000;microempresarial
femenino;comercio;variedades;moravia;2;4;2016-05-12;6890000;microempresarial
masculino;industria;carpinteria;kennedy;2;6;2017-11-27;4000000;microempresarial
masculino;comercio;montallantas;belen;3;16;2017-07-05;7000000;microempresarial
femenino;industria;fabricade;campo valdes no. 1;2;4;2019-02-11;8000000;microempresarial
masculino;industria;variedades;belen;2;16;2018-09-14;1000000;microempresarial
femenino;comercio;variedades;belencito;2;13;2017-12-12;7373000;microempresarial
masculino;servicio;mantenimientoen;campo valdes no. 1;2;4;2018-06-18;7800000;microempresarial
masculino;comercio;tienda;el chagualo;3;10;2017-07-18;7000000;microempresarial
femenino;comercio;tienda;florencia;3;5;2017-03-30;6000000;microempresarial
masculino;comercio;variedades;granizal;2;1;2018-06-05;2400000;microempresarial
femenino;comercio;almacenderopaen;manrique oriental;2;3;2017-02-02;5000000;microempresarial
masculino;industria;distribuidorade;san javier no.1;3;1;2017-03-14;30000000;empresarialed
masculino;comercio;fabricade;cabecera san antonio ;3;80;2016-11-01;6500000;microempresarial
femenino;servicio;barberia;belen;3;16;2016-12-26;6000000;microempresarial
femenino;comercio;ferreteria;aranjuez;2;4;2018-07-03;5000000;microempresarial
femenino;comercio;variedades;popular;1;1;2019-03-26;7000000;microempresarial
masculino;servicio;barberia;san javier no.1;2;13;2018-05-09;4000000;microempresarial
femenino;comercio;restaurante;las palmas;3;10;2017-06-08;7300000;microempresarial
masculino;industria;fabricade;picacho;1;6;2017-04-21;7000000;microempresarial
masculino;comercio;fabricadehelados;belencito;3;13;2016-06-13;6000000;microempresarial
masculino;industria;fabricade;robledo;2;7;2018-04-04;7812000;microempresarial
femenino;comercio;variedades;tricentenario;3;4;2019-02-27;8200000;microempresarial
femenino;comercio;fabricade;florencia;3;5;2017-06-07;7377000;microempresarial
masculino;comercio;variedades;moravia;2;4;2017-10-02;7000000;microempresarial
femenino;comercio;comidasrapidas;doce de octubre no.1;2;6;2018-04-12;2000000;microempresarial
masculino;comercio;tienda;las palmas;3;10;2018-04-26;7000000;microempresarial
masculino;comercio;variedades;granizal;2;1;2018-11-13;6690000;microempresarial
femenino;comercio;variedades;robledo;2;7;2019-05-21;8000000;microempresarial
masculino;servicio;fotografia;aranjuez;3;4;2019-06-06;2000000;microempresarial
femenino;servicio;fabricade;san pablo;2;1;2016-07-13;3500000;microempresarial
femenino;comercio;comidasrapidas;villatina;2;8;2018-05-11;6000000;microempresarial
femenino;servicio;peluqueria;belalcazar;3;5;2017-04-18;7300000;microempresarial
femenino;comercio;comidasrapidas;santa cruz;2;2;2019-05-22;8200000;microempresarial
femenino;comercio;tienda;popular;2;1;2019-05-31;8200000;microempresarial
femenino;comercio;cafeeinternet;popular;2;1;2017-07-06;7377000;microempresarial
femenino;industria;fabricade;cabecera san cristobal;2;60;2017-01-23;7377000;microempresarial
masculino;industria;fabricade;campo valdes no. 1;3;13;2019-01-22;8200000;microempresarial
masculino;industria;fabricade;la francia;2;2;2016-05-18;2500000;microempresarial
femenino;industria;fabricade;doce de octubre no.1;2;6;2016-11-25;6000000;microempresarial
femenino;comercio;tiendadehelados;belen;2;16;2018-06-06;4400000;microempresarial
masculino;servicio;servicios;aranjuez;2;4;2018-10-03;7812000;microempresarial
femenino;comercio;variedades;doce de octubre no.1;2;6;2018-03-06;2000000;microempresarial
masculino;servicio;barberia;aranjuez;2;4;2019-02-20;4500000;microempresarial
femenino;comercio;comidasrapidas;castilla;3;5;2019-04-23;8281000;microempresarial
femenino;industria;fabricade;manrique central no. 1;1;4;2016-05-24;4000000;microempresarial
femenino;industria;fabricade;loreto;2;9;2016-09-23;6890000;microempresarial
femenino;industria;fabricade;florencia;3;5;2018-07-13;4000000;microempresarial
masculino;comercio;variedades;campo valdes no. 1;3;4;2018-03-12;2000000;microempresarial
femenino;comercio;tienda;carlos e. restrepo;1;11;2019-05-30;8000000;microempresarial
femenino;industria;fabricade;aranjuez;2;4;2017-12-18;5000000;microempresarial
femenino;comercio;tienda;20 de julio;1;13;2018-05-21;6000000;microempresarial
masculino;servicio;productosdebelleza;barrio caicedo;1;9;2017-02-08;7350000;microempresarial
masculino;comercio;granero;santo domingo savio ;1;1;2017-06-21;7370000;microempresarial
femenino;comercio;almacenderopaen;aranjuez;2;4;2016-10-25;6000000;microempresarial
masculino;comercio;ebanistaria;la floresta;3;12;2018-10-11;7800000;microempresarial
femenino;industria;fabricade;san javier no.1;2;13;2017-03-07;7370000;microempresarial
femenino;industria;fabricade;la milagrosa;3;9;2016-09-08;6890000;microempresarial
femenino;comercio;tienda;manrique central no. 2;2;3;2016-06-08;4000000;microempresarial
masculino;comercio;variedades;girardot;3;5;2016-09-16;6000000;microempresarial
femenino;comercio;panaderia;buenos aires;2;9;2017-06-22;7377000;microempresarial
femenino;comercio;tienda;manrique central no. 1;1;4;2017-11-30;6000000;microempresarial
femenino;industria;fabricade;moravia;1;4;2018-07-24;5000000;microempresarial
masculino;comercio;fabricade;florencia;3;5;2016-04-28;3000000;microempresarial
femenino;comercio;tienda;san jose de la cima no. ;1;3;2016-08-12;6890000;microempresarial
femenino;industria;fabricade;san pablo;2;1;2018-12-21;7800000;microempresarial
femenino;comercio;variedades;juan xxiii la quiebra;2;13;2017-12-21;7300000;microempresarial
masculino;industria;fabricaderepuestos;aranjuez;2;4;2018-02-12;3000000;microempresarial
femenino;comercio;variedades;boston;1;10;2019-04-10;6000000;microempresarial
femenino;industria;fabricade;santa cruz;2;2;2016-11-10;6890000;microempresarial
femenino;comercio;variedades;san pablo;2;1;2016-11-29;6800000;microempresarial
femenino;comercio;bares;popular;1;1;2017-03-10;4000000;microempresarial
femenino;industria;fabricade;manrique oriental;1;3;2017-06-01;3000000;microempresarial
masculino;servicio;restaurante;santo domingo savio ;2;1;2018-07-16;5000000;microempresarial
femenino;servicio;peluqueria;cabecera san antonio ;3;80;2016-03-01;5000000;microempresarial
femenino;comercio;fabricadealimentos;manrique central no. 1;3;4;2018-05-11;7800000;microempresarial
femenino;comercio;tienda;manrique central no. 2;2;3;2019-04-25;8200000;microempresarial
femenino;comercio;comidasrapidas;cristo rey;3;15;2018-03-05;5000000;microempresarial
femenino;comercio;productosdebelleza;cabecera san antonio ;2;80;2018-04-26;2500000;microempresarial
femenino;comercio;almacenderopaen;manrique central no. 1;3;4;2016-10-27;6890000;microempresarial
femenino;industria;fabricadealimentos;castilla;3;5;2017-12-19;4000000;microempresarial
femenino;servicio;tienda;santa cruz;2;2;2017-07-28;5000000;microempresarial
masculino;comercio;comidasrapidas;manrique central no. 1;3;4;2018-08-01;1500000;microempresarial
femenino;comercio;variedades;robledo;1;7;2018-01-30;2000000;microempresarial
femenino;comercio;comidasrapidas;robledo;2;7;2018-07-23;4500000;microempresarial
femenino;servicio;tiendanaturista;calasanz;2;12;2017-04-04;7377000;microempresarial
masculino;comercio;variedades;belen;2;16;2017-06-20;7300000;microempresarial
femenino;comercio;miscelanea;cabecera san cristobal;2;60;2018-04-04;7800000;microempresarial
masculino;comercio;variedades;cordoba;3;7;2018-02-12;1000000;microempresarial
femenino;comercio;variedades;13 de noviembre;1;8;2017-12-19;7300000;microempresarial
masculino;comercio;sembrados;yarumalito;2;80;2018-07-24;7800000;microempresarial
femenino;comercio;comidasrapidas;el compromiso;1;1;2018-08-22;7800000;microempresarial
femenino;industria;fabricade;enciso;1;8;2017-05-03;5000000;microempresarial
masculino;comercio;variedades;castilla;3;5;2018-03-16;7000000;microempresarial
femenino;comercio;variedades;santander;2;6;2016-04-25;6000000;microempresarial
masculino;comercio;tienda;campo valdes no. 1;2;4;2017-05-31;7000000;microempresarial
masculino;industria;fabricade;santa margarita;1;7;2018-04-04;2000000;microempresarial
masculino;servicio;variedades;guayabal;2;15;2019-05-24;8281000;microempresarial
femenino;industria;fabricade;altavista;3;16;2016-01-20;6000000;microempresarial
femenino;comercio;fabricade;girardot;3;5;2018-04-19;7800000;microempresarial
femenino;comercio;productosdebelleza;robledo;3;7;2017-03-02;4000000;microempresarial
femenino;agropecuaria;criaderodeanimales;san javier no.1;2;13;2017-03-02;4000000;microempresarial
masculino;comercio;comidasrapidas;manrique central no. 1;1;4;2018-12-07;7800000;microempresarial
femenino;comercio;tienda;robledo;2;7;2018-01-18;2000000;microempresarial
masculino;comercio;variedades;robledo;1;7;2016-03-04;6000000;microempresarial
masculino;industria;fabricade;cabecera san antonio ;2;80;2016-09-30;6800000;microempresarial
femenino;comercio;distribuidorade;belen;3;16;2017-02-01;3000000;microempresarial
femenino;comercio;granero;castilla;3;5;2018-10-11;5000000;microempresarial
femenino;comercio;productosdemar;el salvador;2;9;2018-03-16;7800000;microempresarial
masculino;servicio;mantenimientoen;san javier no.1;2;13;2018-04-06;7000000;microempresarial
femenino;agropecuaria;criaderodeanimales;cabecera san cristobal;3;60;2018-05-02;6000000;microempresarial
femenino;industria;marqueteria;manrique oriental;1;3;2016-12-16;6800000;microempresarial
femenino;comercio;comidasrapidas;playon de los ;3;2;2016-10-27;4000000;microempresarial
femenino;comercio;tienda;robledo;1;7;2018-04-30;7800000;microempresarial
femenino;industria;fabricade;popular;2;1;2018-11-02;7800000;microempresarial
femenino;comercio;variedades;buenos aires;3;9;2016-04-13;3000000;microempresarial
femenino;servicio;peluqueria;robledo;3;7;2016-08-04;6000000;microempresarial
femenino;industria;fabricade;belencito;2;13;2018-02-27;780;microempresarial
masculino;comercio;ferreteria;manrique central no. 1;3;4;2017-09-22;7300000;microempresarial
masculino;industria;fabricade;san javier no.1;2;13;2017-08-30;5000000;microempresarial
femenino;servicio;fabricade;cabecera san antonio ;3;4;2017-09-25;7000000;microempresarial
masculino;comercio;comidasrapidas;andalucia;2;2;2016-09-08;6890000;microempresarial
masculino;servicio;variedades;belen;3;16;2016-11-04;28000000;empresarialed
femenino;comercio;tienda;belen;3;16;2019-05-08;8000000;microempresarial
masculino;comercio;marroquineria;la candelaria;3;10;2017-03-22;7700000;microempresarial
femenino;comercio;tienda;popular;2;1;2018-01-16;4300000;microempresarial
femenino;agropecuaria;criaderodeanimales;santa elena central;3;90;2017-11-20;14754000;microempresarial
femenino;comercio;comidasrapidas;el chagualo;3;10;2018-08-16;7800000;microempresarial
femenino;comercio;fabricadehelados;manrique oriental;2;3;2018-03-01;4000000;microempresarial
femenino;servicio;productosdebelleza;villa hermosa;3;8;2018-03-21;7800000;microempresarial
femenino;comercio;fabricade;manrique oriental;1;3;2018-04-03;6000000;microempresarial
masculino;industria;fabricade;boyaca;3;5;2018-04-17;7300000;microempresarial
femenino;servicio;peluqueria;carpinelo;1;1;2018-03-05;5000000;microempresarial
femenino;comercio;tienda;brasilia;2;4;2018-04-30;6000000;microempresarial
femenino;comercio;mantenimientoen;granizal;2;1;2017-07-26;7000000;microempresarial
masculino;servicio;comidasrapidas;belen;3;16;2017-09-14;2500000;microempresarial
femenino;servicio;peluqueria;villa niza;2;2;2017-08-25;1500000;microempresarial
masculino;comercio;comidasrapidas;aranjuez;3;4;2018-03-02;7000000;microempresarial
femenino;comercio;fabricadecalzado;robledo;3;7;2017-10-24;7370000;microempresarial
femenino;servicio;tiendadehelados;san javier no.1;2;13;2017-04-05;3000000;microempresarial
femenino;servicio;comidasrapidas;barrio caicedo;2;9;2016-05-20;6000000;microempresarial
femenino;comercio;variedades;tejelo;3;5;2018-06-22;2500000;microempresarial
femenino;comercio;comidasrapidas;manrique oriental;2;3;2018-03-12;3000000;microempresarial
masculino;comercio;variedades;manrique central no. 1;2;4;2016-09-22;5000000;microempresarial
masculino;comercio;comidasrapidas;campo valdes no. 1;3;4;2018-06-12;2000000;microempresarial
femenino;comercio;variedades;campo valdes no. 1;2;4;2017-11-16;7300000;microempresarial
femenino;comercio;tienda;el salvador;3;9;2016-08-05;2000000;microempresarial
femenino;servicio;variedades;alfonso lopez;2;5;2017-11-27;7000000;microempresarial
masculino;comercio;fabricadealimentos;olaya herrera;1;7;2016-07-25;2000000;microempresarial
masculino;industria;fabricade;robledo;2;7;2017-07-28;7377000;microempresarial
masculino;agropecuaria;viveros;altavista;2;16;2017-06-15;14000000;microempresarial
femenino;comercio;tienda;boston;3;10;2016-03-17;5000000;microempresarial
masculino;industria;fabricade;aranjuez;1;4;2018-07-04;6000000;microempresarial
femenino;industria;fabricadealimentos;campo valdes no. 1;2;4;2018-07-12;1100000;microempresarial
femenino;industria;fabricadealimentos;santa cruz;2;2;2016-12-22;5000000;microempresarial
femenino;comercio;variedades;robledo;2;7;2018-09-24;3000000;microempresarial
femenino;comercio;tienda;20 de julio;1;13;2017-02-13;7377000;microempresarial
masculino;servicio;barberia;tricentenario;3;5;2016-11-22;6890000;microempresarial
femenino;comercio;comidasrapidas;moravia;2;4;2017-08-11;6000000;microempresarial
masculino;industria;fabricade;belen;3;16;2018-05-16;780000;microempresarial
femenino;comercio;variedades;belen;2;16;2016-04-07;5000000;microempresarial
femenino;servicio;comidasrapidas;el salvador;2;9;2016-08-16;3000000;microempresarial
femenino;comercio;restaurante;aranjuez;3;4;2017-04-17;6000000;microempresarial
femenino;comercio;almacenderopaen;robledo;3;7;2018-06-07;6500000;microempresarial
femenino;industria;fabricade;andalucia;2;2;2018-03-20;7000000;microempresarial
masculino;industria;fabricade;robledo;2;7;2016-07-14;4000000;microempresarial
masculino;industria;carpinteria;san pablo;2;1;2018-05-10;6000000;microempresarial
masculino;comercio;charcuteria;doce de octubre no.1;2;6;2016-08-09;6000000;microempresarial
femenino;comercio;productosdebelleza;robledo;2;7;2018-03-22;78000000;microempresarial
femenino;comercio;tienda;manrique central no. 2;1;3;2016-06-16;6000000;microempresarial
femenino;comercio;tienda;francisco antonio zea;3;5;2019-03-13;2000000;microempresarial
masculino;agropecuaria;criaderodeanimales;pajarito;2;7;2018-05-31;2500000;microempresarial
femenino;comercio;almacenderopaen;bombona no. 2;3;9;2016-09-12;6890000;microempresarial
femenino;comercio;miscelanea;robledo;3;7;2018-05-02;2800000;microempresarial
masculino;servicio;papeleria;robledo;2;7;2016-11-09;6890000;microempresarial
femenino;comercio;granero;manrique central no. 1;2;4;2017-02-13;7377000;microempresarial
femenino;comercio;comidasrapidas;guayabal;2;15;2017-12-18;2000000;microempresarial
masculino;comercio;panaderia;villa hermosa;2;8;2017-05-31;6000000;microempresarial
femenino;servicio;servicios;robledo;3;7;2017-06-05;7300000;microempresarial
masculino;industria;fabricadecalzado;andalucia;2;2;2017-05-31;7000000;microempresarial
femenino;comercio;variedades;san diego;2;10;2017-11-21;7370000;microempresarial
femenino;comercio;almacenderopaen;villatina;2;8;2018-12-20;2000000;microempresarial
femenino;comercio;variedades;manrique central no. 2;2;3;2016-03-28;3000000;microempresarial
masculino;industria;panaderia;san javier no.1;2;13;2018-07-11;4000000;microempresarial
femenino;comercio;variedades;robledo;2;7;2018-01-29;2000000;microempresarial
masculino;comercio;fabricadealimentos;manrique central no. 2;2;3;2016-07-12;6000000;microempresarial
femenino;servicio;fabricadealimentos;boyaca;3;5;2019-05-30;8281000;microempresarial
masculino;comercio;papeleria;enciso;1;8;2018-09-24;1500000;microempresarial
